DATAFLOW,LAST UPDATE,freq,unit,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2018,73.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2019,74.4,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2020,73.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2021,73.3,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2022,75.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2023,75.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Slovakia,2024,76.5,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2015,69.8,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2016,70.0,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2017,70.7,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2018,70.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2019,68.3,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2020,65.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2021,68.6,b,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2022,71.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2023,71.9,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,Türkiye,2024,73.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,United Kingdom,2015,77.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,United Kingdom,2016,78.2,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,United Kingdom,2017,78.6,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,United Kingdom,2018,79.1,,
ESTAT:LFSA_ERGAED(1.0),14/04/25 23:00:00,Annual,Percentage,Males,From 15 to 64 years,All ISCED 2011 levels,United Kingdom,2019,79.2,,
